Time, Data
0:0:11:448, 2208 
0:0:11:464, 2134 
0:0:11:480, 2069 
0:0:11:497, 2002 
0:0:11:512, 1920 
0:0:11:528, 1859 
0:0:11:543, 1787 
0:0:11:558, 1747 
0:0:11:574, 1699 
0:0:11:590, 1648 
0:0:11:606, 1615 
0:0:11:621, 1589 
0:0:11:637, 1565 
0:0:11:652, 1550 
0:0:11:668, 1533 
0:0:11:684, 1520 
0:0:11:700, 1504 
0:0:11:716, 1501 
0:0:11:732, 1563 
0:0:11:748, 1732 
0:0:11:764, 2013 
0:0:11:779, 2260 
0:0:11:794, 2576 
0:0:11:810, 2877 
0:0:11:825, 3014 
0:0:11:841, 3069 
0:0:11:857, 3071 
0:0:11:873, 3011 
0:0:11:889, 2896 
0:0:11:905, 2791 
0:0:11:920, 2662 
0:0:11:936, 2540 
0:0:11:951, 2446 
0:0:11:967, 2355 
0:0:11:983, 2284 
0:0:11:999, 2236 
0:0:12:15, 2218 
0:0:12:30, 2231 
0:0:12:45, 2257 
0:0:12:61, 2284 
0:0:12:77, 2303 
0:0:12:93, 2299 
0:0:12:108, 2271 
0:0:12:124, 2240 
0:0:12:139, 2202 
0:0:12:155, 2173 
0:0:12:171, 2142 
0:0:12:186, 2079 
0:0:12:201, 2015 
0:0:12:216, 1955 
0:0:12:232, 1885 
0:0:12:247, 1835 
0:0:12:262, 1790 
0:0:12:278, 1740 
0:0:12:294, 1706 
0:0:12:310, 1670 
0:0:12:325, 1648 
0:0:12:341, 1636 
0:0:12:356, 1622 
0:0:12:372, 1612 
0:0:12:388, 1604 
0:0:12:404, 1597 
0:0:12:419, 1589 
0:0:12:435, 1577 
0:0:12:451, 1562 
0:0:12:467, 1545 
0:0:12:482, 1520 
0:0:12:497, 1513 
0:0:12:513, 1591 
0:0:12:529, 1776 
0:0:12:545, 2132 
0:0:12:561, 2436 
0:0:12:577, 2743 
0:0:12:593, 2893 
0:0:12:609, 2982 
0:0:12:625, 2977 
0:0:12:641, 2902 
0:0:12:657, 2784 
0:0:12:672, 2681 
0:0:12:688, 2556 
0:0:12:704, 2461 
0:0:12:719, 2348 
0:0:12:734, 2264 
0:0:12:750, 2194 
0:0:12:766, 2139 
0:0:12:782, 2125 
0:0:12:798, 2134 
0:0:12:814, 2156 
0:0:12:830, 2173 
0:0:12:846, 2189 
0:0:12:861, 2192 
0:0:12:876, 2181 
0:0:12:892, 2155 
0:0:12:907, 2127 
0:0:12:923, 2105 
0:0:12:939, 2041 
0:0:12:954, 1985 
0:0:12:969, 1925 
0:0:12:984, 1865 
0:0:12:999, 1807 
0:0:13:14, 1764 
0:0:13:29, 1711 
0:0:13:44, 1666 
0:0:13:60, 1625 
0:0:13:76, 1582 
0:0:13:91, 1555 
0:0:13:106, 1534 
0:0:13:122, 1515 
0:0:13:138, 1506 
0:0:13:154, 1498 
0:0:13:170, 1495 
0:0:13:185, 1493 
0:0:13:200, 1488 
0:0:13:216, 1484 
0:0:13:232, 1475 
0:0:13:247, 1464 
0:0:13:262, 1451 
0:0:13:277, 1453 
0:0:13:293, 1508 
0:0:13:308, 1734 
0:0:13:324, 1951 
0:0:13:340, 2283 
0:0:13:356, 2592 
0:0:13:372, 2893 
0:0:13:388, 2989 
0:0:13:403, 3030 
0:0:13:419, 3003 
0:0:13:434, 2927 
0:0:13:450, 2822 
0:0:13:466, 2677 
0:0:13:482, 2529 
0:0:13:498, 2414 
0:0:13:513, 2303 
0:0:13:529, 2181 
0:0:13:545, 2108 
0:0:13:560, 2067 
0:0:13:575, 2061 
0:0:13:591, 2096 
0:0:13:607, 2140 
0:0:13:622, 2172 
0:0:13:638, 2203 
0:0:13:653, 2213 
0:0:13:668, 2206 
0:0:13:683, 2178 
0:0:13:699, 2132 
0:0:13:714, 2059 
0:0:13:730, 1993 
0:0:13:746, 1923 
0:0:13:762, 1837 
0:0:13:777, 1770 
0:0:13:792, 1706 
0:0:13:808, 1632 
0:0:13:824, 1578 
0:0:13:839, 1566 
0:0:13:854, 1531 
0:0:13:870, 1485 
0:0:13:885, 1456 
0:0:13:900, 1432 
0:0:13:915, 1413 
0:0:13:931, 1396 
0:0:13:947, 1386 
0:0:13:963, 1379 
0:0:13:979, 1373 
0:0:13:995, 1367 
0:0:14:10, 1363 
0:0:14:26, 1389 
0:0:14:42, 1461 
0:0:14:58, 1667 
0:0:14:74, 1978 
0:0:14:90, 2403 
0:0:14:106, 2682 
0:0:14:121, 2890 
0:0:14:136, 2964 
0:0:14:152, 2938 
0:0:14:168, 2833 
0:0:14:183, 2715 
0:0:14:199, 2554 
0:0:14:215, 2448 
0:0:14:231, 2290 
0:0:14:247, 2198 
0:0:14:262, 2113 
0:0:14:278, 1993 
0:0:14:294, 1926 
0:0:14:309, 1893 
0:0:14:325, 1899 
0:0:14:341, 1937 
0:0:14:356, 1990 
0:0:14:371, 2042 
0:0:14:387, 2079 
0:0:14:403, 2091 
0:0:14:419, 2066 
0:0:14:435, 2024 
0:0:14:451, 1969 
0:0:14:467, 1906 
0:0:14:483, 1840 
0:0:14:499, 1757 
0:0:14:514, 1691 
0:0:14:530, 1614 
0:0:14:546, 1557 
0:0:14:562, 1493 
0:0:14:578, 1449 
0:0:14:593, 1400 
0:0:14:608, 1369 
0:0:14:623, 1350 
0:0:14:638, 1329 
0:0:14:653, 1314 
0:0:14:669, 1302 
0:0:14:684, 1293 
0:0:14:699, 1290 
0:0:14:715, 1312 
0:0:14:731, 1414 
0:0:14:747, 1651 
0:0:14:762, 2001 
0:0:14:777, 2466 
0:0:14:792, 2766 
0:0:14:807, 2990 
0:0:14:822, 3065 
0:0:14:837, 3070 
0:0:14:852, 3007 
0:0:14:867, 2927 
0:0:14:883, 2806 
0:0:14:899, 2644 
0:0:14:915, 2514 
0:0:14:930, 2389 
0:0:14:945, 2269 
0:0:14:961, 2132 
0:0:14:977, 2064 
0:0:14:993, 1999 
0:0:15:9, 1969 
0:0:15:25, 1986 
0:0:15:41, 2039 
0:0:15:57, 2087 
0:0:15:72, 2117 
0:0:15:87, 2139 
0:0:15:103, 2137 
0:0:15:118, 2102 
0:0:15:133, 2069 
0:0:15:149, 1999 
0:0:15:164, 1937 
0:0:15:180, 1854 
0:0:15:196, 1774 
0:0:15:212, 1712 
0:0:15:227, 1655 
0:0:15:243, 1606 
0:0:15:259, 1563 
0:0:15:274, 1529 
0:0:15:289, 1500 
0:0:15:304, 1477 
0:0:15:319, 1458 
0:0:15:335, 1450 
0:0:15:351, 1434 
0:0:15:367, 1430 
0:0:15:383, 1466 
0:0:15:399, 1657 
0:0:15:415, 1947 
0:0:15:431, 2297 
0:0:15:446, 2700 
0:0:15:462, 2957 
0:0:15:478, 3102 
0:0:15:494, 3117 
0:0:15:509, 3078 
0:0:15:525, 2994 
0:0:15:540, 2885 
0:0:15:555, 2735 
0:0:15:570, 2615 
0:0:15:586, 2468 
0:0:15:602, 2353 
0:0:15:617, 2222 
0:0:15:633, 2138 
0:0:15:649, 2071 
0:0:15:664, 2058 
0:0:15:680, 2082 
0:0:15:695, 2109 
0:0:15:710, 2147 
0:0:15:726, 2178 
0:0:15:742, 2180 
0:0:15:758, 2159 
0:0:15:773, 2121 
0:0:15:788, 2067 
0:0:15:803, 1988 
0:0:15:819, 1938 
0:0:15:835, 1887 
0:0:15:850, 1819 
0:0:15:866, 1754 
0:0:15:882, 1678 
0:0:15:898, 1636 
0:0:15:914, 1576 
0:0:15:930, 1536 
0:0:15:945, 1502 
0:0:15:960, 1474 
0:0:15:976, 1443 
0:0:15:991, 1429 
0:0:16:6, 1480 
0:0:16:21, 1644 
0:0:16:37, 2010 
0:0:16:52, 2350 
0:0:16:67, 2653 
0:0:16:83, 2943 
0:0:16:99, 3030 
0:0:16:114, 3041 
0:0:16:129, 2995 
0:0:16:144, 2906 
0:0:16:160, 2795 
0:0:16:176, 2677 
0:0:16:192, 2531 
0:0:16:208, 2419 
0:0:16:224, 2284 
0:0:16:239, 2183 
0:0:16:254, 2079 
0:0:16:269, 2023 
0:0:16:285, 2001 
0:0:16:301, 2009 
0:0:16:316, 2037 
0:0:16:332, 2054 
0:0:16:348, 2092 
0:0:16:363, 2107 
0:0:16:379, 2103 
0:0:16:395, 2073 
0:0:16:411, 2029 
0:0:16:427, 1959 
0:0:16:442, 1896 
0:0:16:458, 1831 
0:0:16:473, 1752 
0:0:16:488, 1692 
0:0:16:503, 1638 
0:0:16:519, 1588 
0:0:16:534, 1544 
0:0:16:549, 1506 
0:0:16:565, 1465 
0:0:16:581, 1439 
0:0:16:596, 1412 
0:0:16:611, 1398 
0:0:16:627, 1427 
0:0:16:643, 1555 
0:0:16:659, 1890 
0:0:16:675, 2234 
0:0:16:690, 2633 
0:0:16:705, 2888 
0:0:16:721, 3016 
0:0:16:737, 3045 
0:0:16:752, 3020 
0:0:16:768, 2938 
0:0:16:784, 2802 
0:0:16:800, 2683 
0:0:16:815, 2568 
0:0:16:831, 2513 
