Time, Data
0:0:13:566, 1771 
0:0:13:581, 1696 
0:0:13:596, 1620 
0:0:13:611, 1546 
0:0:13:627, 1498 
0:0:13:642, 1427 
0:0:13:657, 1390 
0:0:13:672, 1359 
0:0:13:688, 1300 
0:0:13:704, 1243 
0:0:13:720, 1191 
0:0:13:736, 1168 
0:0:13:751, 1155 
0:0:13:767, 1139 
0:0:13:783, 1130 
0:0:13:799, 1133 
0:0:13:814, 1247 
0:0:13:829, 1359 
0:0:13:845, 1685 
0:0:13:861, 2095 
0:0:13:877, 2631 
0:0:13:892, 2971 
0:0:13:908, 3195 
0:0:13:923, 3342 
0:0:13:939, 3331 
0:0:13:955, 3233 
0:0:13:971, 3057 
0:0:13:986, 2885 
0:0:14:1, 2706 
0:0:14:16, 2488 
0:0:14:32, 2367 
0:0:14:47, 2228 
0:0:14:62, 2140 
0:0:14:78, 2073 
0:0:14:93, 2043 
0:0:14:109, 2043 
0:0:14:125, 2088 
0:0:14:140, 2125 
0:0:14:156, 2141 
0:0:14:172, 2155 
0:0:14:188, 2122 
0:0:14:203, 2071 
0:0:14:219, 2004 
0:0:14:235, 1925 
0:0:14:251, 1873 
0:0:14:266, 1809 
0:0:14:281, 1728 
0:0:14:296, 1606 
0:0:14:311, 1510 
0:0:14:326, 1436 
0:0:14:342, 1379 
0:0:14:358, 1333 
0:0:14:374, 1292 
0:0:14:390, 1258 
0:0:14:405, 1224 
0:0:14:421, 1202 
0:0:14:437, 1175 
0:0:14:453, 1160 
0:0:14:469, 1238 
0:0:14:485, 1437 
0:0:14:501, 1851 
0:0:14:516, 2249 
0:0:14:531, 2613 
0:0:14:546, 2911 
0:0:14:561, 3080 
0:0:14:577, 3132 
0:0:14:593, 3098 
0:0:14:609, 2962 
0:0:14:624, 2800 
0:0:14:640, 2567 
0:0:14:656, 2427 
0:0:14:672, 2282 
0:0:14:687, 2101 
0:0:14:703, 1958 
0:0:14:719, 1891 
0:0:14:735, 1868 
0:0:14:750, 1905 
0:0:14:765, 1956 
0:0:14:780, 2029 
0:0:14:795, 2078 
0:0:14:810, 2096 
0:0:14:825, 2069 
0:0:14:841, 2018 
0:0:14:857, 1949 
0:0:14:873, 1880 
0:0:14:889, 1825 
0:0:14:905, 1766 
0:0:14:921, 1705 
0:0:14:937, 1626 
0:0:14:953, 1549 
0:0:14:969, 1466 
0:0:14:984, 1407 
0:0:14:999, 1379 
0:0:15:15, 1339 
0:0:15:31, 1305 
0:0:15:47, 1276 
0:0:15:63, 1241 
0:0:15:79, 1236 
0:0:15:94, 1321 
0:0:15:109, 1535 
0:0:15:124, 1861 
0:0:15:140, 2354 
