Time, Data
0:0:12:622, 1691 
0:0:12:637, 1695 
0:0:12:653, 1700 
0:0:12:669, 1686 
0:0:12:685, 1677 
0:0:12:701, 1665 
0:0:12:717, 1671 
0:0:12:733, 1711 
0:0:12:749, 1808 
0:0:12:765, 1897 
0:0:12:781, 2019 
0:0:12:797, 2124 
0:0:12:813, 2248 
0:0:12:828, 2300 
0:0:12:843, 2325 
0:0:12:858, 2316 
0:0:12:874, 2304 
0:0:12:889, 2300 
0:0:12:905, 2297 
0:0:12:921, 2293 
0:0:12:936, 2289 
0:0:12:951, 2278 
0:0:12:966, 2269 
0:0:12:981, 2252 
0:0:12:997, 2226 
0:0:13:13, 2186 
0:0:13:29, 2144 
0:0:13:45, 2111 
0:0:13:60, 2093 
0:0:13:75, 2088 
0:0:13:90, 2084 
0:0:13:106, 2081 
0:0:13:122, 2076 
0:0:13:138, 2066 
0:0:13:154, 2054 
0:0:13:170, 2041 
0:0:13:186, 2018 
0:0:13:201, 1998 
0:0:13:216, 1984 
0:0:13:231, 1962 
0:0:13:246, 1942 
0:0:13:262, 1923 
0:0:13:278, 1898 
0:0:13:294, 1882 
0:0:13:309, 1863 
0:0:13:325, 1847 
0:0:13:341, 1840 
0:0:13:357, 1826 
0:0:13:373, 1814 
0:0:13:388, 1803 
0:0:13:403, 1792 
0:0:13:418, 1784 
0:0:13:433, 1773 
0:0:13:449, 1754 
0:0:13:465, 1738 
0:0:13:481, 1714 
0:0:13:497, 1695 
0:0:13:513, 1671 
0:0:13:529, 1668 
0:0:13:544, 1675 
0:0:13:559, 1677 
0:0:13:575, 1677 
0:0:13:591, 1680 
0:0:13:607, 1720 
0:0:13:622, 1787 
0:0:13:637, 1884 
0:0:13:653, 2004 
0:0:13:669, 2114 
0:0:13:685, 2225 
0:0:13:701, 2273 
0:0:13:717, 2298 
0:0:13:733, 2320 
0:0:13:749, 2334 
0:0:13:764, 2346 
0:0:13:779, 2374 
0:0:13:794, 2399 
0:0:13:810, 2413 
0:0:13:825, 2409 
0:0:13:841, 2392 
0:0:13:857, 2369 
0:0:13:873, 2336 
0:0:13:889, 2313 
0:0:13:905, 2274 
0:0:13:921, 2233 
0:0:13:937, 2202 
0:0:13:953, 2167 
0:0:13:969, 2145 
0:0:13:985, 2134 
0:0:14:0, 2130 
0:0:14:15, 2128 
0:0:14:30, 2125 
0:0:14:46, 2103 
0:0:14:62, 2077 
0:0:14:78, 2040 
0:0:14:94, 2000 
0:0:14:110, 1977 
0:0:14:125, 1951 
0:0:14:141, 1917 
0:0:14:157, 1883 
0:0:14:173, 1856 
0:0:14:189, 1843 
0:0:14:205, 1831 
0:0:14:221, 1819 
0:0:14:236, 1811 
0:0:14:251, 1802 
0:0:14:266, 1774 
0:0:14:281, 1753 
0:0:14:297, 1734 
0:0:14:312, 1717 
0:0:14:328, 1704 
0:0:14:343, 1705 
0:0:14:359, 1717 
0:0:14:375, 1724 
0:0:14:390, 1728 
0:0:14:405, 1721 
0:0:14:421, 1713 
0:0:14:436, 1701 
0:0:14:452, 1689 
0:0:14:468, 1701 
0:0:14:483, 1748 
0:0:14:498, 1807 
0:0:14:514, 1916 
0:0:14:529, 2002 
0:0:14:545, 2101 
0:0:14:560, 2209 
0:0:14:576, 2255 
0:0:14:591, 2275 
0:0:14:606, 2276 
0:0:14:622, 2269 
0:0:14:638, 2262 
0:0:14:653, 2246 
0:0:14:669, 2231 
0:0:14:685, 2217 
0:0:14:700, 2224 
0:0:14:715, 2228 
0:0:14:730, 2217 
0:0:14:746, 2192 
0:0:14:762, 2169 
0:0:14:778, 2134 
0:0:14:794, 2110 
0:0:14:809, 2087 
0:0:14:825, 2076 
0:0:14:841, 2065 
0:0:14:856, 2059 
0:0:14:872, 2060 
0:0:14:888, 2078 
0:0:14:903, 2091 
0:0:14:919, 2081 
0:0:14:935, 2062 
0:0:14:950, 2032 
0:0:14:965, 2008 
0:0:14:981, 1982 
0:0:14:997, 1956 
0:0:15:13, 1946 
0:0:15:28, 1947 
0:0:15:44, 1937 
0:0:15:59, 1931 
0:0:15:74, 1920 
0:0:15:90, 1904 
0:0:15:106, 1885 
0:0:15:121, 1847 
0:0:15:137, 1815 
0:0:15:153, 1794 
0:0:15:169, 1779 
0:0:15:184, 1765 
0:0:15:199, 1741 
0:0:15:214, 1721 
0:0:15:229, 1703 
0:0:15:245, 1698 
0:0:15:261, 1689 
0:0:15:277, 1690 
0:0:15:292, 1705 
0:0:15:308, 1733 
0:0:15:324, 1782 
0:0:15:339, 1850 
0:0:15:355, 1950 
0:0:15:371, 2024 
0:0:15:386, 2113 
0:0:15:402, 2182 
0:0:15:417, 2213 
0:0:15:432, 2233 
0:0:15:448, 2235 
0:0:15:464, 2228 
0:0:15:480, 2215 
0:0:15:496, 2205 
0:0:15:512, 2204 
0:0:15:528, 2222 
0:0:15:544, 2238 
0:0:15:560, 2239 
0:0:15:575, 2222 
0:0:15:591, 2192 
0:0:15:607, 2165 
0:0:15:623, 2143 
0:0:15:638, 2128 
0:0:15:653, 2110 
0:0:15:668, 2098 
0:0:15:684, 2078 
0:0:15:699, 2066 
0:0:15:715, 2071 
0:0:15:730, 2074 
0:0:15:746, 2059 
0:0:15:761, 2031 
0:0:15:777, 1995 
0:0:15:793, 1959 
0:0:15:809, 1919 
0:0:15:826, 1881 
0:0:15:842, 1843 
0:0:15:858, 1818 
0:0:15:874, 1789 
0:0:15:889, 1767 
0:0:15:904, 1739 
0:0:15:919, 1720 
0:0:15:935, 1711 
0:0:15:951, 1702 
0:0:15:967, 1692 
0:0:15:983, 1691 
0:0:15:999, 1691 
0:0:16:15, 1687 
0:0:16:30, 1684 
0:0:16:46, 1670 
0:0:16:62, 1657 
0:0:16:78, 1637 
0:0:16:94, 1619 
0:0:16:110, 1622 
0:0:16:126, 1633 
0:0:16:141, 1657 
0:0:16:157, 1738 
0:0:16:173, 1831 
0:0:16:189, 1887 
0:0:16:204, 2000 
0:0:16:219, 2093 
0:0:16:234, 2152 
0:0:16:250, 2192 
0:0:16:266, 2228 
0:0:16:282, 2242 
0:0:16:298, 2234 
0:0:16:313, 2232 
0:0:16:328, 2240 
0:0:16:344, 2251 
0:0:16:359, 2263 
0:0:16:374, 2280 
0:0:16:390, 2292 
0:0:16:406, 2283 
0:0:16:422, 2269 
0:0:16:437, 2258 
0:0:16:453, 2229 
0:0:16:469, 2192 
0:0:16:485, 2159 
0:0:16:501, 2132 
0:0:16:516, 2120 
0:0:16:532, 2107 
0:0:16:548, 2079 
0:0:16:564, 2061 
0:0:16:580, 2025 
0:0:16:595, 1990 
0:0:16:610, 1953 
0:0:16:625, 1927 
0:0:16:640, 1911 
0:0:16:656, 1872 
0:0:16:672, 1852 
0:0:16:687, 1841 
0:0:16:702, 1823 
0:0:16:718, 1814 
0:0:16:733, 1816 
0:0:16:749, 1815 
0:0:16:765, 1818 
